codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01022,01023,01027,01028,01024,01026,01025,01021
07,015,ESCALANTE,2451,60346,0,0,37,135,30,7,10,12,12,8,12
07,015,ESCALANTE,2451,60374,0,0,39,135,34,8,6,5,12,7,16
07,015,ESCALANTE,2455,60460,0,0,31,135,9,19,7,6,18,5,9
07,015,ESCALANTE,2455,60465,0,0,38,135,23,22,11,8,14,6,8
07,002,BIEDMA,2371,59660,0,0,35,134,7,4,7,20,25,14,14
07,002,BIEDMA,2371,59668,0,0,31,134,22,4,9,6,23,8,17
07,002,BIEDMA,2371,59682,0,0,28,134,9,10,3,16,14,7,12
07,008,TEHUELCHES,2408,59944,0,0,8,134,20,13,1,8,3,2,5
07,015,ESCALANTE,2449,60298,0,0,1,134,26,11,0,7,4,6,13
07,015,ESCALANTE,2455,60484,0,0,45,134,20,10,9,5,13,5,9
07,001,RAWSON,2347,59335,0,0,21,13,133,27,12,15,20,9,7
07,001,RAWSON,2361,59478,0,0,31,133,12,11,5,5,36,8,6
07,001,RAWSON,2361,59492,0,0,34,133,12,8,3,5,29,5,12
07,002,BIEDMA,2371,59680,0,0,22,133,23,1,5,15,24,10,14
07,002,BIEDMA,2374,59724,0,0,27,133,18,4,4,9,21,12,14
07,002,BIEDMA,2374,59729,0,0,31,133,16,4,12,6,18,6,18
07,015,ESCALANTE,2441,60147,0,0,52,133,40,19,0,4,8,8,8
07,015,ESCALANTE,2441,60178,0,0,33,133,39,15,3,6,10,6,13
07,015,ESCALANTE,2449,60296,0,0,1,133,22,14,8,6,6,5,9
07,015,ESCALANTE,2450,60324,0,0,39,133,19,18,3,12,17,6,13
07,015,ESCALANTE,2451,60370,0,0,18,133,36,5,4,6,14,7,11
07,015,ESCALANTE,2454,60442,0,0,28,133,25,13,12,9,11,6,15
07,002,BIEDMA,2371,59676,0,0,32,132,19,2,3,20,20,13,14
07,015,ESCALANTE,2441,60148,0,0,39,132,25,16,11,8,8,13,9
07,015,ESCALANTE,2441,60166,0,0,0,132,39,13,7,4,4,9,15
07,015,ESCALANTE,2450,60321,0,0,45,132,25,16,5,8,11,10,14
07,015,ESCALANTE,2450,60339,0,0,41,132,30,14,10,8,12,5,14
07,015,ESCALANTE,2451,60348,0,0,22,132,55,14,6,0,17,9,10
07,015,ESCALANTE,2455,60459,0,0,55,132,21,19,1,5,8,3,7
