codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01002,00999,01000,01001,01005,01004,00998,01003,00997,01006
05,008,PASO DE LOS LIBRES,2098,56037,0,0,19,213,0,0,0,30,5,5,0,0,0
05,008,PASO DE LOS LIBRES,2098,56043,0,0,41,210,0,0,0,22,9,0,0,0,4
05,006,LAVALLE,2083,55759,0,0,1,206,2,1,0,49,0,4,0,0,2
05,015,SALADAS,2139,56451,0,0,13,206,0,5,4,21,17,2,3,2,3
05,014,GENERAL PAZ,2134,56403,0,0,1,204,0,5,0,34,6,3,0,0,2
05,002,GOYA,2055,55279,0,0,3,203,1,8,0,33,20,5,6,0,1
05,002,GOYA,2055,55314,0,0,0,201,1,5,0,32,12,4,9,4,3
05,006,LAVALLE,2079,55719,0,0,0,201,0,10,0,21,12,3,0,3,5
05,006,LAVALLE,2079,55720,0,0,3,201,1,4,0,18,11,1,3,4,14
05,006,LAVALLE,2080,55743,0,0,0,197,0,30,0,29,2,0,0,1,1
05,010,SAN LUIS DEL PALMAR,2106,56176,0,0,0,196,0,4,2,32,6,1,1,3,2
05,023,SAN MIGUEL,2189,56807,0,0,1,196,0,19,0,5,4,2,1,1,12
05,006,LAVALLE,2079,55724,0,0,3,195,0,2,0,26,9,0,0,4,2
05,008,PASO DE LOS LIBRES,2098,56032,0,0,2,195,0,2,1,26,11,3,8,0,5
05,008,PASO DE LOS LIBRES,2098,56034,0,0,23,195,0,0,2,22,9,2,6,5,9
05,013,SAN ROQUE,2124,56350,0,0,4,194,0,2,0,41,4,2,0,4,5
05,015,SALADAS,2139,56450,0,0,1,194,0,1,1,19,9,1,3,5,2
05,015,SALADAS,2139,56455,0,0,1,194,0,3,5,28,10,2,4,3,4
05,002,GOYA,2055,55315,0,0,0,193,0,4,0,19,10,1,4,10,3
05,011,BELLA VISTA,2113,56269,0,0,0,193,0,3,0,43,5,3,7,7,3
05,015,SALADAS,2139,56456,0,0,0,193,0,4,3,17,11,3,3,10,3
05,015,SALADAS,2139,56459,0,0,1,193,0,3,0,22,12,0,3,7,0
05,006,LAVALLE,2079,55733,0,0,0,192,1,2,0,35,10,4,5,0,0
05,008,PASO DE LOS LIBRES,2098,56035,0,0,0,0,192,2,29,4,4,0,15,2,7
05,002,GOYA,2055,55313,0,0,14,191,0,7,0,24,13,4,2,2,0
05,006,LAVALLE,2078,55711,0,0,0,191,0,0,0,43,14,2,5,7,5
05,006,LAVALLE,2079,55727,0,0,2,191,0,4,0,27,10,7,0,0,2
05,011,BELLA VISTA,2112,56209,0,0,1,191,0,3,0,34,12,4,9,7,2
05,006,LAVALLE,2078,55710,0,0,0,190,0,1,4,26,15,2,2,1,8
05,008,PASO DE LOS LIBRES,2093,55924,0,0,0,189,0,1,0,26,17,1,5,2,5
05,008,PASO DE LOS LIBRES,2098,56033,0,0,2,189,0,0,0,18,12,3,6,2,9
05,011,BELLA VISTA,2112,56202,0,0,22,189,0,4,0,39,20,1,3,4,7
05,015,SALADAS,2139,56458,0,0,2,189,1,11,3,0,1,0,3,7,28
05,017,CONCEPCIÓN,2153,56530,0,0,0,189,0,4,1,23,5,0,5,0,2
05,006,LAVALLE,2078,55707,0,0,24,188,0,3,1,26,28,1,7,4,10
05,006,LAVALLE,2079,55732,0,0,12,188,0,11,0,16,12,1,0,1,0
05,011,BELLA VISTA,2113,56265,0,0,0,188,0,1,0,34,20,7,3,0,2
05,013,SAN ROQUE,2124,56349,0,0,3,188,1,0,0,47,3,0,2,0,3
05,010,SAN LUIS DEL PALMAR,2106,56175,0,0,5,187,1,6,0,37,9,1,3,11,7
05,002,GOYA,2055,55300,0,0,1,186,0,2,1,25,31,2,5,3,0
05,002,GOYA,2056,55345,0,0,0,186,0,2,0,46,12,5,7,5,6
05,008,PASO DE LOS LIBRES,2098,56041,0,0,0,186,0,0,1,22,16,0,5,5,1
05,013,SAN ROQUE,2125,56361,0,0,0,186,0,13,0,44,2,1,1,0,1
05,002,GOYA,2055,55283,0,0,3,185,0,6,0,35,4,6,0,4,2
05,002,GOYA,2055,55287,0,0,0,185,0,8,0,25,19,2,6,6,3
05,006,LAVALLE,2078,55705,0,0,2,185,0,1,0,29,18,2,5,9,4
05,006,LAVALLE,2083,55758,0,0,0,185,0,0,0,61,0,2,0,0,2
05,011,BELLA VISTA,2113,56264,0,0,14,185,0,0,0,43,5,0,2,2,5
05,017,CONCEPCIÓN,2156,56564,0,0,1,185,0,10,0,44,8,1,3,1,0
05,002,GOYA,2055,55295,0,0,19,184,1,11,0,27,14,2,2,5,7
05,006,LAVALLE,2078,55688,0,0,1,184,0,0,1,38,12,3,8,7,3
05,008,PASO DE LOS LIBRES,2098,56039,0,0,36,184,1,3,31,2,11,1,5,0,33
05,010,SAN LUIS DEL PALMAR,2106,56173,0,0,1,184,0,5,0,37,15,3,7,0,5
05,011,BELLA VISTA,2112,56218,0,0,0,1,0,184,0,46,0,4,5,0,0
05,006,LAVALLE,2079,55731,0,0,2,183,1,1,0,35,26,2,0,4,1
05,011,BELLA VISTA,2112,56233,0,0,2,183,0,2,0,42,14,4,2,7,4
05,023,SAN MIGUEL,2188,56799,0,0,1,183,1,20,0,15,6,0,2,2,9
05,002,GOYA,2055,55307,0,0,3,182,1,4,1,30,11,3,2,3,2
05,005,ESQUINA,2072,55650,0,0,1,182,0,7,0,32,10,0,7,3,5
05,015,SALADAS,2139,56454,0,0,1,182,0,16,3,31,7,1,2,2,2
05,015,SALADAS,2139,56457,0,0,20,182,0,5,0,29,15,0,0,4,0
05,002,GOYA,2055,55292,0,0,9,181,0,14,1,26,16,2,5,4,3
05,004,MERCEDES,2065,55556,0,0,0,181,0,4,0,38,15,2,0,10,4
05,008,PASO DE LOS LIBRES,2098,56036,0,0,23,181,1,1,0,29,7,1,17,4,6
05,011,BELLA VISTA,2113,56267,0,0,2,181,0,5,0,38,5,3,0,9,1
05,013,SAN ROQUE,2125,56357,0,0,0,181,1,18,0,50,6,0,3,1,2
05,013,SAN ROQUE,2128,56371,0,0,2,181,0,0,0,30,11,0,0,2,3
05,017,CONCEPCIÓN,2153,56529,0,0,0,181,0,0,0,34,8,0,0,1,5
05,002,GOYA,2055,55302,0,0,20,180,1,3,0,26,15,2,2,8,3
05,002,GOYA,2056,55340,0,0,0,180,0,4,0,37,25,0,9,10,2
05,006,LAVALLE,2078,55713,0,0,15,180,0,2,0,44,15,3,11,14,4
05,006,LAVALLE,2079,55721,0,0,2,180,0,4,0,30,20,3,3,1,7
05,002,GOYA,2055,55296,0,0,12,179,0,10,0,35,12,1,6,5,1
05,008,PASO DE LOS LIBRES,2098,56042,0,0,28,179,0,0,0,32,8,0,6,3,2
05,011,BELLA VISTA,2112,56227,0,0,0,179,0,4,0,40,25,3,5,4,6
05,011,BELLA VISTA,2113,56266,0,0,1,179,0,1,0,32,10,6,3,5,2
05,002,GOYA,2055,55318,0,0,0,178,0,5,0,43,15,1,4,7,2
05,010,SAN LUIS DEL PALMAR,2107,56178,0,0,4,178,0,2,0,25,11,0,2,0,5
05,017,CONCEPCIÓN,2153,56532,0,0,3,178,1,4,0,32,9,4,3,1,1
05,002,GOYA,2055,55299,0,0,0,177,0,8,0,31,14,2,3,5,2
05,002,GOYA,2055,55301,0,0,0,177,0,9,1,22,21,10,1,3,7
05,002,GOYA,2055,55323,0,0,0,177,1,9,0,25,28,3,2,7,2
05,002,GOYA,2055,55270,0,0,0,176,2,4,0,31,14,3,3,4,6
05,002,GOYA,2055,55319,0,0,0,176,0,11,0,32,11,5,3,4,2
05,004,MERCEDES,2065,55530,0,0,3,176,0,6,1,40,8,2,3,10,3
05,005,ESQUINA,2072,55644,0,0,0,176,0,8,0,33,8,0,10,8,8
05,002,GOYA,2055,55276,0,0,2,175,0,9,1,32,6,3,10,10,2
05,002,GOYA,2055,55278,0,0,0,175,1,3,0,40,9,5,5,4,4
05,002,GOYA,2055,55297,0,0,1,175,0,10,0,38,18,3,4,4,5
05,010,SAN LUIS DEL PALMAR,2105,56166,0,0,1,175,0,1,0,46,20,6,4,4,3
05,010,SAN LUIS DEL PALMAR,2106,56177,0,0,4,175,0,4,0,16,9,0,3,4,3
05,011,BELLA VISTA,2112,56261,0,0,10,175,1,4,0,49,18,1,5,4,3
05,013,SAN ROQUE,2123,56335,0,0,0,175,0,10,1,43,14,2,1,3,7
05,013,SAN ROQUE,2124,56351,0,0,1,175,1,2,0,31,6,1,7,2,17
05,002,GOYA,2055,55285,0,0,0,174,1,7,0,33,10,2,3,9,4
05,002,GOYA,2055,55316,0,0,21,174,0,8,2,31,11,2,3,7,6
05,006,LAVALLE,2082,55755,0,0,16,174,1,3,11,36,1,4,3,4,0
05,009,MONTE CASEROS,2101,56109,0,0,1,174,1,2,0,71,8,0,1,2,2
05,011,BELLA VISTA,2112,56206,0,0,0,174,0,2,0,52,22,0,7,8,2
05,011,BELLA VISTA,2115,56273,0,0,17,174,0,1,0,70,4,0,3,0,1
05,012,EMPEDRADO,2121,56317,0,0,0,174,2,26,0,12,1,1,2,7,4
05,017,CONCEPCIÓN,2156,56561,0,0,1,174,0,18,1,66,1,1,1,6,1
05,004,MERCEDES,2065,55532,0,0,1,173,0,3,0,46,6,0,10,6,4
05,011,BELLA VISTA,2112,56211,0,0,13,173,1,2,0,43,17,2,4,7,0
05,017,CONCEPCIÓN,2156,56563,0,0,0,173,0,11,0,51,11,0,0,4,0
05,002,GOYA,2055,55320,0,0,0,172,2,12,0,27,24,1,3,7,1
05,004,MERCEDES,2067,55588,0,0,0,172,0,2,0,60,12,0,0,3,3
05,008,PASO DE LOS LIBRES,2093,55983,0,0,2,172,0,6,4,22,26,0,13,7,2
05,008,PASO DE LOS LIBRES,2093,55984,0,0,0,172,1,1,2,22,24,0,22,7,8
05,011,BELLA VISTA,2113,56268,0,0,4,172,2,5,1,62,4,1,2,3,2
05,013,SAN ROQUE,2128,56372,0,0,12,172,0,0,0,44,16,0,0,2,5
05,015,SALADAS,2138,56430,0,0,10,172,0,7,1,23,23,0,0,9,2
05,023,SAN MIGUEL,2188,56800,0,0,2,172,2,18,0,19,11,0,7,0,12
05,002,GOYA,2052,55201,0,0,2,171,0,4,0,33,4,0,2,5,0
05,002,GOYA,2055,55291,0,0,3,171,3,10,1,27,23,3,0,4,4
05,005,ESQUINA,2072,55649,0,0,1,171,0,8,1,14,12,0,4,9,6
05,005,ESQUINA,2072,55655,0,0,0,171,2,18,3,21,12,0,0,0,7
05,006,LAVALLE,2079,55725,0,0,4,171,1,7,1,30,11,2,0,4,1
05,010,SAN LUIS DEL PALMAR,2106,56174,0,0,12,171,0,6,1,42,12,1,4,3,8
05,013,SAN ROQUE,2123,56331,0,0,0,171,0,1,0,45,21,1,1,4,0
05,002,GOYA,2055,55298,0,0,0,170,2,10,1,26,21,2,2,4,5
05,003,CURUZÚ CUATIÁ,2058,55411,0,0,1,170,0,1,0,40,17,1,8,15,6
05,006,LAVALLE,2078,55698,0,0,23,170,1,5,1,26,9,4,0,7,11
05,006,LAVALLE,2078,55712,0,0,0,170,1,4,1,35,27,0,5,6,8
05,006,LAVALLE,2078,55717,0,0,2,170,0,0,0,56,10,3,4,0,4
05,011,BELLA VISTA,2112,56251,0,0,3,170,0,5,0,51,22,4,4,6,5
05,015,SALADAS,2138,56440,0,0,1,170,0,3,1,48,19,4,4,1,3
05,006,LAVALLE,2078,55706,0,0,49,169,0,1,3,41,23,3,0,10,2
05,006,LAVALLE,2079,55722,0,0,2,169,0,13,0,37,7,0,3,1,1
05,008,PASO DE LOS LIBRES,2093,55947,0,0,0,169,0,1,0,22,16,1,15,3,3
05,008,PASO DE LOS LIBRES,2098,56040,0,0,2,169,0,1,2,31,18,5,11,2,1
05,013,SAN ROQUE,2123,56336,0,0,1,169,2,5,1,46,15,0,0,0,2
05,013,SAN ROQUE,2125,56360,0,0,2,169,0,15,0,49,5,4,1,0,3
05,013,SAN ROQUE,2127,56369,0,0,1,169,0,0,0,37,12,0,1,6,8
05,015,SALADAS,2138,56431,0,0,2,169,1,4,1,39,27,4,2,10,6
05,015,SALADAS,2139,56452,0,0,0,169,1,4,6,21,5,1,6,3,0
05,006,LAVALLE,2078,55700,0,0,3,168,0,5,0,49,5,2,6,2,0
05,006,LAVALLE,2079,55728,0,0,1,168,1,4,0,40,10,3,0,2,9
05,006,LAVALLE,2080,55742,0,0,20,168,0,18,0,56,6,0,0,1,2
05,006,LAVALLE,2083,55760,0,0,1,168,0,1,3,41,12,3,3,0,2
05,007,SANTO TOMÉ,2089,55841,0,0,0,168,1,2,0,33,32,0,7,9,5
05,011,BELLA VISTA,2112,56212,0,0,14,168,0,2,0,43,20,6,2,1,9
05,002,GOYA,2055,55306,0,0,2,167,1,7,1,29,15,3,7,8,4
05,002,GOYA,2055,55321,0,0,2,167,0,5,0,36,20,3,5,6,2
05,004,MERCEDES,2065,55537,0,0,18,167,0,6,0,61,9,0,3,4,3
05,004,MERCEDES,2065,55577,0,0,16,167,0,6,0,50,21,3,4,7,2
05,006,LAVALLE,2078,55699,0,0,2,167,0,2,0,45,23,0,4,3,5
05,008,PASO DE LOS LIBRES,2093,55952,0,0,0,167,0,1,0,53,21,0,0,5,1
05,010,SAN LUIS DEL PALMAR,2105,56153,0,0,19,167,1,0,2,44,32,2,5,5,14
05,011,BELLA VISTA,2112,56259,0,0,0,167,2,7,0,47,17,1,8,6,8
05,002,GOYA,2053,55216,0,0,0,0,166,0,0,32,1,1,0,0,0
05,002,GOYA,2054,55242,0,0,1,0,166,4,0,28,25,3,2,14,2
05,002,GOYA,2055,55273,0,0,0,166,0,16,0,24,20,3,7,7,2
05,004,MERCEDES,2067,55586,0,0,0,166,0,3,2,44,11,5,0,1,4
05,005,ESQUINA,2072,55647,0,0,0,166,1,4,0,39,7,5,5,4,1
05,005,ESQUINA,2072,55652,0,0,1,166,0,19,1,21,15,2,4,3,1
05,006,LAVALLE,2080,55744,0,0,27,166,0,8,1,58,9,1,1,3,4
05,008,PASO DE LOS LIBRES,2093,56012,0,0,0,166,0,0,0,32,24,0,10,7,12
05,011,BELLA VISTA,2112,56236,0,0,2,166,0,5,0,33,18,4,4,3,2
05,012,EMPEDRADO,2121,56319,0,0,14,166,0,16,0,28,13,2,3,5,0
05,023,SAN MIGUEL,2188,56794,0,0,1,166,0,25,0,20,16,4,9,2,8
05,002,GOYA,2053,55212,0,0,1,165,0,2,0,26,2,2,1,1,4
05,002,GOYA,2055,55288,0,0,23,165,0,12,1,30,15,5,6,6,2
05,002,GOYA,2055,55322,0,0,23,165,1,17,0,35,17,3,12,3,7
05,003,CURUZÚ CUATIÁ,2058,55383,0,0,1,165,0,3,0,53,8,2,3,7,4
05,003,CURUZÚ CUATIÁ,2059,55463,0,0,2,165,0,2,1,23,7,7,7,0,8
05,005,ESQUINA,2072,55651,0,0,2,165,1,8,0,29,4,1,6,4,7
05,005,ESQUINA,2074,55676,0,0,2,165,0,15,0,38,9,0,2,0,1
05,006,LAVALLE,2078,55715,0,0,25,165,1,1,0,46,20,3,5,8,8
05,006,LAVALLE,2079,55726,0,0,0,165,0,5,0,35,17,0,5,7,3
05,011,BELLA VISTA,2112,56260,0,0,7,165,0,2,1,57,11,0,2,11,5
05,014,GENERAL PAZ,2134,56402,0,0,3,165,0,3,0,49,6,4,0,2,0
05,023,SAN MIGUEL,2192,56815,0,0,17,165,0,3,0,39,19,0,0,2,9
05,023,SAN MIGUEL,2192,56819,0,0,0,165,0,14,0,39,16,3,1,3,13
05,002,GOYA,2055,55268,0,0,0,164,0,12,0,42,21,0,0,0,5
05,004,MERCEDES,2065,55541,0,0,13,164,0,2,1,53,14,3,6,4,3
05,004,MERCEDES,2065,55557,0,0,17,164,0,2,0,34,7,2,4,6,10
05,004,MERCEDES,2065,55571,0,0,0,164,0,9,4,39,9,0,2,44,3
05,006,LAVALLE,2079,55729,0,0,1,164,1,5,2,28,28,1,3,3,7
05,008,PASO DE LOS LIBRES,2093,55997,0,0,1,164,0,0,1,23,20,4,6,8,4
05,008,PASO DE LOS LIBRES,2093,55998,0,0,1,164,0,3,2,32,22,4,5,6,3
05,013,SAN ROQUE,2128,56375,0,0,2,164,2,1,1,49,17,0,0,2,6
05,002,GOYA,2052,55203,0,0,0,163,0,2,0,17,2,1,0,1,1
05,006,LAVALLE,2078,55701,0,0,10,163,1,2,0,43,16,1,7,11,2
05,006,LAVALLE,2078,55704,0,0,2,163,0,1,1,54,23,3,9,10,4
05,007,SANTO TOMÉ,2089,55897,0,0,1,163,1,5,0,27,18,1,9,6,10
05,009,MONTE CASEROS,2101,56110,0,0,1,163,0,0,0,65,5,7,0,2,1
05,013,SAN ROQUE,2123,56328,0,0,2,163,0,1,0,51,18,2,2,3,7
05,015,SALADAS,2138,56435,0,0,4,163,1,9,0,45,16,4,2,7,2
05,016,SAN MARTÍN,2143,56477,0,0,18,163,0,14,0,22,21,1,2,4,6
05,019,ITUZAINGÓ,2168,56674,0,0,17,163,1,10,0,53,10,5,0,1,3
05,002,GOYA,2055,55308,0,0,1,162,1,5,1,34,29,1,6,2,2
05,005,ESQUINA,2071,55634,0,0,1,162,0,10,0,40,10,4,5,4,4
05,006,LAVALLE,2078,55695,0,0,0,162,1,2,46,6,8,2,6,11,0
05,006,LAVALLE,2079,55730,0,0,4,162,2,4,0,34,30,7,2,5,2
05,008,PASO DE LOS LIBRES,2093,55988,0,0,2,162,1,0,0,36,21,2,4,4,3
05,008,PASO DE LOS LIBRES,2098,56044,0,0,3,162,0,0,2,18,1,0,6,4,2
05,010,SAN LUIS DEL PALMAR,2105,56160,0,0,4,162,0,3,2,47,23,7,5,6,8
05,010,SAN LUIS DEL PALMAR,2105,56167,0,0,1,162,0,1,1,57,32,5,4,5,3
05,011,BELLA VISTA,2112,56246,0,0,3,162,0,0,0,53,22,7,0,5,8
05,011,BELLA VISTA,2112,56255,0,0,1,162,0,4,0,35,29,6,0,0,4
05,013,SAN ROQUE,2123,56326,0,0,3,162,1,2,0,39,25,2,3,7,4
05,013,SAN ROQUE,2123,56338,0,0,1,162,0,4,0,38,8,4,1,6,3
05,020,SAUCE,2171,56689,0,0,6,162,1,4,0,29,12,5,0,3,6
05,002,GOYA,2055,55269,0,0,0,161,0,13,0,26,10,9,4,3,3
05,002,GOYA,2055,55289,0,0,18,161,0,5,0,42,6,3,8,8,3
05,002,GOYA,2056,55347,0,0,2,161,2,5,0,55,12,3,2,11,5
05,004,MERCEDES,2065,55533,0,0,5,161,0,3,2,51,12,1,4,2,4
05,004,MERCEDES,2065,55567,0,0,16,161,0,3,3,18,13,3,7,2,5
05,005,ESQUINA,2072,55646,0,0,0,161,1,14,0,26,12,0,11,0,1
05,006,LAVALLE,2078,55703,0,0,26,161,0,3,0,41,23,3,3,10,2
05,006,LAVALLE,2080,55736,0,0,20,161,0,20,0,41,13,1,0,3,0
05,006,LAVALLE,2080,55740,0,0,14,161,0,34,1,45,12,0,0,3,0
05,008,PASO DE LOS LIBRES,2093,55993,0,0,2,161,0,1,0,39,12,1,4,8,4
05,008,PASO DE LOS LIBRES,2096,56024,0,0,0,161,0,22,0,12,14,0,0,0,10
05,011,BELLA VISTA,2112,56239,0,0,24,161,0,4,0,45,16,1,11,1,2
05,013,SAN ROQUE,2123,56344,0,0,15,161,0,9,1,48,15,3,3,6,7
05,002,GOYA,2052,55199,0,0,12,160,0,1,0,27,2,2,0,0,3
05,002,GOYA,2053,55219,0,0,0,160,0,0,0,27,5,0,2,2,1
05,003,CURUZÚ CUATIÁ,2058,55409,0,0,11,160,0,0,0,42,27,0,6,14,5
05,003,CURUZÚ CUATIÁ,2058,55440,0,0,1,160,1,1,0,42,12,3,0,6,1
05,004,MERCEDES,2065,55531,0,0,16,160,0,0,0,58,25,6,5,7,1
05,004,MERCEDES,2065,55555,0,0,3,160,0,6,3,74,10,5,3,3,2
05,006,LAVALLE,2078,55692,0,0,4,160,1,0,2,33,16,3,5,18,6
05,006,LAVALLE,2079,55723,0,0,0,160,1,7,0,36,8,0,0,3,1
05,007,SANTO TOMÉ,2089,55870,0,0,0,160,3,4,2,14,28,3,12,10,6
05,011,BELLA VISTA,2112,56219,0,0,1,160,0,2,0,42,24,0,11,5,7
05,013,SAN ROQUE,2123,56332,0,0,1,160,1,2,1,47,17,0,5,3,0
05,013,SAN ROQUE,2123,56337,0,0,23,160,0,4,0,49,14,0,2,0,3
05,013,SAN ROQUE,2128,56373,0,0,3,160,0,2,0,40,24,1,1,2,1
05,014,GENERAL PAZ,2134,56404,0,0,16,160,1,7,0,38,9,0,0,2,1
05,020,SAUCE,2171,56691,0,0,0,160,0,5,0,43,16,2,1,4,1
05,020,SAUCE,2171,56700,0,0,0,160,0,5,0,46,3,5,2,5,1
05,002,GOYA,2052,55204,0,0,1,159,0,6,0,42,0,2,0,3,3
05,002,GOYA,2055,55293,0,0,5,159,0,18,3,42,14,1,4,5,2
05,003,CURUZÚ CUATIÁ,2058,55429,0,0,16,159,0,2,1,43,12,6,2,10,3
05,006,LAVALLE,2080,55737,0,0,20,159,0,17,2,41,7,0,1,0,2
05,006,LAVALLE,2082,55756,0,0,19,159,0,1,9,39,5,3,6,5,2
05,010,SAN LUIS DEL PALMAR,2108,56180,0,0,3,159,0,32,0,32,3,1,2,4,3
05,011,BELLA VISTA,2112,56245,0,0,0,159,0,3,0,51,9,0,0,9,0
05,019,ITUZAINGÓ,2168,56683,0,0,1,159,0,7,0,46,13,3,0,4,5
05,002,GOYA,2056,55353,0,0,24,158,1,3,0,38,21,3,10,9,6
05,003,CURUZÚ CUATIÁ,2058,55422,0,0,24,158,0,1,2,31,14,6,7,13,3
05,004,MERCEDES,2065,55536,0,0,21,158,0,2,3,51,19,1,2,4,2
05,004,MERCEDES,2065,55552,0,0,0,158,0,1,44,5,6,2,4,1,14
05,008,PASO DE LOS LIBRES,2093,55936,0,0,22,158,0,1,0,51,21,2,11,6,3
05,011,BELLA VISTA,2112,56249,0,0,1,158,1,1,1,43,19,3,7,3,2
05,015,SALADAS,2138,56421,0,0,0,158,2,11,0,36,30,0,2,4,14
05,002,GOYA,2055,55310,0,0,3,157,2,9,0,37,21,1,0,8,6
05,002,GOYA,2056,55329,0,0,1,157,0,4,2,45,31,8,3,7,9
05,006,LAVALLE,2078,55716,0,0,3,157,0,2,0,43,16,0,10,12,7
05,008,PASO DE LOS LIBRES,2093,55921,0,0,2,157,0,0,2,29,22,8,12,1,3
05,010,SAN LUIS DEL PALMAR,2105,56156,0,0,11,157,0,1,0,58,30,7,9,11,5
05,011,BELLA VISTA,2112,56199,0,0,1,0,157,0,71,0,3,0,0,1,17
05,012,EMPEDRADO,2121,56318,0,0,2,157,1,21,0,33,16,1,3,11,1
05,013,SAN ROQUE,2128,56370,0,0,3,157,0,0,0,45,10,3,0,3,5
05,015,SALADAS,2138,56443,0,0,2,157,0,4,2,40,65,5,6,2,2
05,001,CAPITAL,2041,54729,0,0,16,156,2,6,0,41,26,3,15,1,4
05,002,GOYA,2050,55190,0,0,0,156,1,8,1,19,5,2,2,2,4
05,003,CURUZÚ CUATIÁ,2058,55403,0,0,32,156,0,2,1,48,10,4,0,6,5
05,006,LAVALLE,2083,55757,0,0,15,156,1,0,1,57,4,1,4,3,8
05,008,PASO DE LOS LIBRES,2093,55949,0,0,4,156,0,1,0,41,15,3,10,11,8
05,011,BELLA VISTA,2112,56242,0,0,0,156,0,0,3,36,0,8,3,5,6
05,011,BELLA VISTA,2115,56275,0,0,9,156,0,1,2,46,8,4,4,0,5
05,011,BELLA VISTA,2115,56276,0,0,1,156,0,4,0,50,5,3,5,6,8
05,013,SAN ROQUE,2123,56340,0,0,1,156,1,7,0,67,15,8,1,0,2
05,013,SAN ROQUE,2125,56356,0,0,1,156,0,13,0,48,20,3,4,1,1
05,017,CONCEPCIÓN,2153,56534,0,0,13,156,2,9,0,43,1,1,3,4,2
05,020,SAUCE,2171,56702,0,0,3,156,0,3,0,53,3,3,1,3,1
05,001,CAPITAL,2039,54644,0,0,4,155,11,1,2,26,46,2,6,11,0
05,002,GOYA,2055,55317,0,0,0,155,0,7,0,24,12,3,8,7,15
05,002,GOYA,2056,55332,0,0,2,155,0,4,0,25,32,1,11,18,12
05,005,ESQUINA,2072,55654,0,0,0,155,0,14,1,37,14,1,12,3,3
05,006,LAVALLE,2078,55696,0,0,22,155,0,3,0,52,14,3,3,16,6
05,006,LAVALLE,2080,55739,0,0,0,155,0,27,0,50,5,3,0,2,3
05,008,PASO DE LOS LIBRES,2093,55918,0,0,28,155,0,0,1,46,16,1,10,5,3
05,011,BELLA VISTA,2112,56241,0,0,28,155,0,0,0,52,25,4,4,8,8
05,011,BELLA VISTA,2112,56244,0,0,5,155,0,4,0,46,27,8,7,3,4
05,011,BELLA VISTA,2112,56248,0,0,1,155,1,3,0,56,20,5,16,2,5
05,013,SAN ROQUE,2124,56348,0,0,0,155,1,2,0,51,14,0,0,5,10
05,013,SAN ROQUE,2125,56355,0,0,1,155,2,15,0,56,10,1,3,3,7
05,013,SAN ROQUE,2125,56358,0,0,1,155,0,7,0,71,15,1,3,1,6
05,013,SAN ROQUE,2128,56374,0,0,4,155,0,1,0,50,22,0,0,4,1
05,018,MBURUCUYÁ,2157,56579,0,0,28,155,0,23,1,56,5,0,3,0,4
05,023,SAN MIGUEL,2190,56811,0,0,29,155,1,48,1,6,8,0,2,0,12
05,001,CAPITAL,2039,54661,0,0,22,154,0,7,3,30,29,0,3,9,6
05,002,GOYA,2050,55186,0,0,3,154,0,15,0,21,5,4,0,1,3
05,002,GOYA,2055,55275,0,0,0,154,3,7,2,2,14,1,4,7,3
05,003,CURUZÚ CUATIÁ,2058,55444,0,0,20,154,0,5,0,56,17,2,4,6,1
05,003,CURUZÚ CUATIÁ,2059,55465,0,0,1,154,0,4,0,30,9,1,5,5,2
05,004,MERCEDES,2065,55544,0,0,15,154,0,3,2,45,12,2,3,5,0
05,004,MERCEDES,2066,55580,0,0,0,154,0,1,0,39,17,1,2,8,3
05,008,PASO DE LOS LIBRES,2093,55962,0,0,25,154,0,0,1,52,24,0,0,10,3
05,008,PASO DE LOS LIBRES,2093,55975,0,0,1,154,0,0,0,42,22,2,6,3,3
05,009,MONTE CASEROS,2099,56094,0,0,1,154,0,10,2,29,10,3,7,3,45
05,011,BELLA VISTA,2112,56235,0,0,3,154,0,4,0,49,13,3,6,0,10
05,015,SALADAS,2140,56462,0,0,3,154,0,13,56,0,6,0,0,0,1
05,023,SAN MIGUEL,2188,56801,0,0,0,154,0,16,0,29,17,1,9,5,26
05,002,GOYA,2053,55209,0,0,0,153,1,2,0,29,3,1,0,1,1
05,002,GOYA,2053,55215,0,0,3,153,0,0,0,42,9,1,1,1,3
05,002,GOYA,2056,55337,0,0,0,153,1,9,1,53,24,3,2,7,9
05,002,GOYA,2056,55341,0,0,2,153,0,4,0,40,15,8,14,2,5
05,003,CURUZÚ CUATIÁ,2058,55413,0,0,6,153,0,0,0,58,18,1,9,12,5
05,003,CURUZÚ CUATIÁ,2058,55418,0,0,23,153,0,6,0,42,12,7,8,10,1
05,004,MERCEDES,2065,55545,0,0,15,153,0,4,2,72,12,2,4,4,10
05,005,ESQUINA,2071,55631,0,0,0,153,0,6,0,44,16,4,7,4,7
05,006,LAVALLE,2083,55762,0,0,2,153,0,1,1,31,3,6,2,0,2
05,007,SANTO TOMÉ,2089,55898,0,0,13,153,0,5,1,23,29,0,9,9,19
05,008,PASO DE LOS LIBRES,2093,55960,0,0,5,153,2,1,1,32,16,1,15,5,7
05,009,MONTE CASEROS,2104,56118,0,0,3,153,0,0,0,39,8,5,5,9,5
05,010,SAN LUIS DEL PALMAR,2105,56151,0,0,2,153,2,4,1,49,21,3,4,11,2
05,011,BELLA VISTA,2112,56217,0,0,0,153,2,3,0,55,23,3,6,3,0
