codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00139,00146,00148,00136,00137,00138,00142,00143,00140,00144,00141,00145,00147,00149,00150
06,001,San Fernando,2262,55922,0,0,17,130,127,12,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55926,0,0,0,118,130,13,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56004,0,0,19,130,112,9,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56018,0,0,18,130,107,14,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56050,0,0,11,130,107,18,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56057,0,0,9,116,130,22,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56070,0,0,13,114,130,17,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56148,0,0,19,108,130,14,5,0,0,0,0,0,0,0,0,0,0,0
06,003,Libertad,2278,56366,0,0,9,130,102,6,2,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56649,0,0,2,130,119,12,4,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56791,0,0,9,114,130,13,11,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2326,56882,0,0,9,130,120,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,013,Comandante Fernández ,2335,57066,0,0,13,130,107,10,11,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2338,57133,0,0,23,112,130,14,2,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57215,0,0,1,125,130,10,2,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57242,0,0,5,130,83,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2344,57263,0,0,10,130,112,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,016,Maipú,2354,57387,0,0,7,130,91,10,6,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57535,0,0,4,130,111,11,6,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57671,0,0,6,130,79,10,4,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57685,0,0,6,130,98,9,5,0,0,0,0,0,0,0,0,0,0,0
06,023,Fray Justo Sta. María de Oro,2376,57756,0,0,5,98,130,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2383,57928,0,0,8,130,97,2,19,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2391,58017,0,0,6,130,66,5,3,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2242,55396,0,0,14,129,105,13,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2242,55407,0,0,18,129,101,12,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55489,0,0,17,104,129,19,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55490,0,0,20,129,114,12,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55507,0,0,1,129,111,7,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55515,0,0,22,113,129,15,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2246,55519,0,0,11,86,129,19,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2255,55645,0,0,14,118,129,8,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55692,0,0,13,110,129,16,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55709,0,0,11,104,129,12,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55712,0,0,18,108,129,15,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55736,0,0,24,129,88,30,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55739,0,0,19,129,99,21,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55749,0,0,11,129,111,17,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55752,0,0,17,101,129,13,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55786,0,0,21,129,88,15,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55791,0,0,20,129,90,17,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55803,0,0,9,129,97,11,18,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55840,0,0,15,129,121,11,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55844,0,0,15,21,129,116,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55853,0,0,16,129,105,12,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55892,0,0,18,120,129,8,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55896,0,0,10,117,129,15,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56011,0,0,18,129,96,15,3,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56032,0,0,17,129,105,22,22,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56045,0,0,17,129,102,24,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56068,0,0,19,129,117,13,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56101,0,0,16,129,117,12,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56126,0,0,9,129,107,20,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56132,0,0,18,129,106,19,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2267,56180,0,0,8,101,129,8,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2267,56182,0,0,15,97,129,19,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2267,56204,0,0,18,99,129,15,10,0,0,0,0,0,0,0,0,0,0,0
06,007,Bermejo,2302,56551,0,0,9,129,76,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,008,Libertador Gral. San Martín,2308,56633,0,0,24,129,116,13,4,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56803,0,0,22,129,101,4,4,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56825,0,0,14,129,94,12,12,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56831,0,0,0,103,129,18,13,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56982,0,0,13,124,129,6,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56985,0,0,20,129,82,8,9,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57006,0,0,10,129,107,8,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57032,0,0,8,129,110,7,13,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57035,0,0,18,129,94,9,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57063,0,0,17,123,129,7,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57180,0,0,12,1,129,7,9,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57240,0,0,0,129,111,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,016,Maipú,2354,57375,0,0,10,129,82,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,020,Chacabuco,2367,57601,0,0,4,116,129,10,1,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57613,0,0,9,129,111,5,7,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57618,0,0,8,112,129,12,4,0,0,0,0,0,0,0,0,0,0,0
06,023,Fray Justo Sta. María de Oro,2376,57736,0,0,11,129,96,4,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55501,0,0,15,92,128,23,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55714,0,0,16,102,128,18,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55751,0,0,17,128,109,9,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55753,0,0,3,128,102,12,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55774,0,0,17,128,96,19,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55800,0,0,30,128,89,11,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55829,0,0,0,128,109,9,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55832,0,0,14,120,128,20,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55836,0,0,16,128,112,14,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55872,0,0,10,128,120,12,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55898,0,0,14,128,114,17,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55927,0,0,20,128,112,22,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55942,0,0,11,128,102,17,25,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55982,0,0,12,128,99,11,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56048,0,0,0,128,106,16,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56067,0,0,12,119,128,18,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56072,0,0,11,121,128,10,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56149,0,0,14,128,111,18,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56160,0,0,20,128,98,15,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56168,0,0,14,128,115,13,8,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56816,0,0,11,128,113,7,7,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56822,0,0,10,128,109,18,6,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2326,56895,0,0,14,128,118,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,013,Comandante Fernández ,2334,56988,0,0,17,128,119,7,5,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57002,0,0,9,114,128,2,2,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57171,0,0,11,128,115,9,5,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57188,0,0,9,128,125,11,2,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57251,0,0,1,128,102,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57512,0,0,2,128,117,6,2,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57525,0,0,4,128,106,12,10,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57645,0,0,7,128,126,12,6,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57687,0,0,3,128,95,13,2,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2371,57699,0,0,2,128,81,3,0,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57730,0,0,11,128,115,9,7,0,0,0,0,0,0,0,0,0,0,0
06,023,Fray Justo Sta. María de Oro,2376,57754,0,0,11,128,92,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,001,San Fernando,2249,55575,0,0,16,127,99,17,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2255,55652,0,0,21,103,127,21,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55713,0,0,0,94,127,8,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55744,0,0,19,127,95,20,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55794,0,0,15,106,127,17,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55857,0,0,11,127,108,10,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55858,0,0,13,121,127,13,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55861,0,0,28,127,105,12,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55880,0,0,12,115,127,13,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55933,0,0,15,127,111,21,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55938,0,0,0,127,122,19,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56042,0,0,26,127,102,19,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56044,0,0,17,127,100,12,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56080,0,0,28,127,115,17,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56116,0,0,24,109,127,16,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56125,0,0,27,127,106,10,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2267,56203,0,0,11,115,127,8,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2271,56289,0,0,12,127,121,16,10,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2309,56650,0,0,4,127,38,3,0,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56829,0,0,13,127,109,8,12,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56972,0,0,9,127,110,6,6,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57031,0,0,6,127,120,4,4,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57179,0,0,6,127,115,7,4,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57243,0,0,13,127,84,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2344,57268,0,0,1,107,127,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,015,25 de Mayo,2350,57304,0,0,13,127,104,9,11,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57378,0,0,6,127,99,6,7,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57393,0,0,9,127,105,0,4,0,0,0,0,0,0,0,0,0,0,0
06,017,Independencia,2359,57473,0,0,11,127,96,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57514,0,0,7,127,124,11,4,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57585,0,0,8,127,122,4,2,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57644,0,0,4,124,127,12,3,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57649,0,0,7,127,121,7,9,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57653,0,0,10,114,127,8,10,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57664,0,0,2,127,101,6,2,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2371,57698,0,0,8,127,78,6,3,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57722,0,0,6,127,118,11,7,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57725,0,0,3,127,126,4,6,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57731,0,0,3,123,127,6,6,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57913,0,0,6,127,121,14,7,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57916,0,0,10,127,98,10,8,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57933,0,0,4,122,127,7,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55479,0,0,16,109,126,20,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55503,0,0,19,111,126,14,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55516,0,0,20,113,126,12,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2248,55563,0,0,10,103,126,20,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2256,55679,0,0,8,126,81,19,20,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55738,0,0,16,126,118,12,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55761,0,0,17,109,126,17,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55777,0,0,0,126,115,20,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55823,0,0,18,126,98,11,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55843,0,0,16,115,126,11,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55862,0,0,18,126,114,14,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55878,0,0,0,126,118,16,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55885,0,0,14,103,126,16,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55891,0,0,16,106,126,21,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55921,0,0,22,126,95,12,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55939,0,0,17,126,96,21,27,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55949,0,0,2,126,112,17,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56060,0,0,2,126,125,12,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56081,0,0,1,126,123,17,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56082,0,0,17,126,110,13,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56090,0,0,15,126,111,18,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56114,0,0,3,126,96,22,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56128,0,0,20,104,126,23,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56143,0,0,6,126,113,12,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56170,0,0,17,111,126,18,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56172,0,0,17,100,126,10,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2268,56213,0,0,17,126,98,22,2,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2268,56223,0,0,12,126,111,8,5,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56594,0,0,0,126,115,10,7,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56640,0,0,12,114,126,8,7,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56789,0,0,13,126,106,9,9,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56815,0,0,11,126,116,16,10,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56821,0,0,11,116,126,14,2,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56992,0,0,4,123,126,10,13,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57028,0,0,5,126,104,16,9,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57050,0,0,4,112,126,8,7,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57220,0,0,9,126,91,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2344,57253,0,0,12,126,106,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,016,Maipú,2354,57401,0,0,12,126,103,5,6,0,0,0,0,0,0,0,0,0,0,0
06,017,Independencia,2359,57470,0,0,14,126,97,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57549,0,0,12,126,108,11,2,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57596,0,0,8,125,126,11,7,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2382,57851,0,0,0,126,48,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2383,57884,0,0,0,102,126,17,0,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2242,55398,0,0,13,125,100,19,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2242,55416,0,0,25,125,92,21,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55472,0,0,20,125,99,10,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55475,0,0,3,114,125,16,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2246,55524,0,0,13,103,125,11,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55704,0,0,10,112,125,12,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55746,0,0,17,125,104,14,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55808,0,0,20,125,96,15,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55834,0,0,16,116,125,24,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55839,0,0,22,125,111,17,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55865,0,0,10,123,125,8,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55890,0,0,18,112,125,12,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55909,0,0,20,125,111,16,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55941,0,0,13,108,125,14,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,55992,0,0,16,125,109,13,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56009,0,0,10,125,110,21,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56023,0,0,11,125,102,11,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56054,0,0,23,106,125,13,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56058,0,0,20,125,109,16,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56064,0,0,13,125,113,15,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56069,0,0,32,121,125,10,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56075,0,0,0,125,113,16,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56076,0,0,20,122,125,13,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56094,0,0,17,118,125,15,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56102,0,0,17,125,106,18,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2267,56195,0,0,12,94,125,25,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2268,56226,0,0,13,112,125,8,13,0,0,0,0,0,0,0,0,0,0,0
06,003,Libertad,2278,56364,0,0,8,125,109,12,5,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56813,0,0,0,125,93,14,9,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56977,0,0,8,114,125,9,4,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57073,0,0,5,125,111,12,13,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57102,0,0,16,118,125,7,3,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57161,0,0,17,125,111,8,1,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57183,0,0,13,114,125,15,4,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2345,57270,0,0,4,125,52,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2347,57283,0,0,0,125,66,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,020,Chacabuco,2367,57582,0,0,7,125,103,7,11,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57583,0,0,7,125,122,8,14,0,0,0,0,0,0,0,0,0,0,0
06,023,Fray Justo Sta. María de Oro,2376,57738,0,0,10,116,125,9,6,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2379,57805,0,0,6,125,98,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,024,Almirante Brown,2379,57808,0,0,4,117,125,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2389,57977,0,0,6,125,101,2,3,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55493,0,0,14,124,118,10,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2255,55654,0,0,16,118,124,14,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55703,0,0,0,124,113,13,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55732,0,0,21,124,98,17,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55750,0,0,15,124,108,14,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55873,0,0,11,124,109,17,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55874,0,0,19,105,124,14,18,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55879,0,0,16,117,124,15,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55881,0,0,1,100,124,16,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2261,55888,0,0,27,124,120,11,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55948,0,0,13,124,104,17,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55958,0,0,15,124,93,17,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56003,0,0,14,124,93,17,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56027,0,0,23,124,101,12,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56034,0,0,26,124,89,11,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56084,0,0,19,124,108,16,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56093,0,0,20,124,101,17,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56096,0,0,18,124,108,18,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56109,0,0,23,124,99,17,11,0,0,0,0,0,0,0,0,0,0,0
